,jv_intro,en_categories,title,language,link
79,"Neymar da Silva Santos Júnior utawi asring dipunsebat Neymar (lair ing Mogi das Cruzes, São Paulo, Brasil, 5 Fèbruari 1992; umur 32 taun) inggih punika juru main bal-balan saking Brasil ingkang sapunika mapan wonten Santos FC. Panjenenganipun bal-balan kanggé Brasil ing taun 2010, lan mbela timnas Brasil U-23 wonten ing Olimpiade London 2012.Wekadal yuswa 19 taun, Neymar kapilih dados juwara 1 juru main bal ingkang saé piyambak ing warsa 2011, ing warsa 2010 Neymar dados juwara 3. Lajeng ing warsa 2012, Neymar pikantuk juwara 1 malih. Ing warsa 2011 Neymar mlebet nominasi FIFA Ballon d'Or, lan menang FIFA Puskás.Neymar ndhèrèk tim Santos wiwit taun 2003 ing tim junior. Lajeng mlebet ing tim senior ing taun 2009. Ing warsa punika Neymar kapilih dados Pemain Nom kang paling apik ing taun 2009 Campeonato Paulista. Lajeng Neymar dados juru main ingkang saé piyambak ing Santos lan pikantuk Campeonato Paulista 2010. Sanes punika Neymar ugi dados juru main ingkang ngasilaken gol ingkang kathah piyambak ing Copa do Brasil 2010 kanthi 11 gol. Ing warsa 2010 Neymar saged damel 42 gol ing 60 tetandhingan. Lajeng ing warsa 2011 Neymar kapilih ugi dados juru main ingkang saé piyambak. Ing warsa punika ugi Santos saged menang Copa Libertadores 2011 ing wekdal punika Neymar damel 6 gol lan main kaping 13. Ing warsa 2011 ugi Neymar pikantuk bal perunggu ing 2011 FIFA Club World Cup, nalika Santos kalah saking Barcelona,",Category:1992 births|Category:2011 Copa América players|Category:2013 FIFA Confederations Cup players|Category:2014 FIFA World Cup players|Category:2015 Copa América players|Category:2018 FIFA World Cup players|Category:2021 Copa América players|Category:2022 FIFA World Cup players|Category:21st-century Brazilian sportsmen|Category:Afro-Brazilian sportspeople|Category:Al Hilal SFC players|Category:All articles with dead external links|Category:Articles using Template:Medal with Runner-up|Category:Articles using Template:Medal with Winner|Category:Articles with Portuguese-language sources (pt)|Category:Articles with dead external links from September 2023|Category:Articles with permanently dead external links|Category:Articles with short description|Category:Associação Atlética Portuguesa (Santos) players|Category:Brazil men's international footballers|Category:Brazil men's under-20 international footballers|Category:Brazil men's youth international footballers|Category:Brazilian Christians|Category:Brazilian expatriate men's footballers|Category:Brazilian expatriate sportspeople in France|Category:Brazilian expatriate sportspeople in Saudi Arabia|Category:Brazilian expatriate sportspeople in Spain|Category:Brazilian men's footballers|Category:CS1 Brazilian Portuguese-language sources (pt-br)|Category:CS1 French-language sources (fr)|Category:CS1 German-language sources (de)|Category:CS1 Italian-language sources (it)|Category:CS1 Korean-language sources (ko)|Category:CS1 Portuguese-language sources (pt)|Category:CS1 Spanish-language sources (es)|Category:CS1 errors: bare URL|Category:CS1 errors: missing title|Category:CS1 errors: periodical ignored|Category:CS1 maint: numeric names: authors list|Category:CS1 maint: url-status|Category:Campeonato Brasileiro Série A players|Category:Copa Libertadores top scorers|Category:Copa Libertadores–winning players|Category:EngvarB from May 2019|Category:Expatriate men's footballers in France|Category:Expatriate men's footballers in Saudi Arabia|Category:Expatriate men's footballers in Spain|Category:FC Barcelona players|Category:FIFA Confederations Cup–winning players|Category:FIFA Men's Century Club|Category:Footballers at the 2012 Summer Olympics|Category:Footballers at the 2016 Summer Olympics|Category:Footballers from Mogi das Cruzes|Category:La Liga players|Category:Ligue 1 players|Category:Living people|Category:Medalists at the 2012 Summer Olympics|Category:Medalists at the 2016 Summer Olympics|Category:Men's association football forwards|Category:Men's association football wingers|Category:Neymar|Category:Olympic footballers for Brazil|Category:Olympic gold medalists for Brazil|Category:Olympic medalists in football|Category:Olympic silver medalists for Brazil|Category:Pages including recorded pronunciations|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages using national squad without sport or team link|Category:Pages using the Phonos extension|Category:Pages with Brazilian Portuguese IPA|Category:Paris Saint-Germain FC players|Category:Santos FC players|Category:Short description is different from Wikidata|Category:São Paulo state football team players|Category:UEFA Champions League top scorers|Category:UEFA Champions League–winning players|Category:Use dmy dates from May 2024|Category:Webarchive template wayback links|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected biographies of living people,Neymar,jv,https://jv.wikipedia.org/wiki/Neymar
80,"Shinzō Abe (安倍 晋三, Abe Shinzō?,  21 September 1954 ing Tokyo - 8 Juli 2022 ing Nara) ya iku wong pulitikus Jepang sing njabat dadi Nayakotama Jepang wiwit 26 September 2006 nganti 26 September 2007. Sedurunge naté njabat Sekretaris Kabinet Jepang saka Nayakotama Junichiro Koizumi. Wiwit Yasuo Fukuda ngundurke diri saka perebutan kalungguhan présidhèn parté, dhèwèké dadi kandidat utama kanggo miganti Koizumi saat nayakotama pensiun ing September 2006. Dewekw ngumumake pencalonane dadi nayakotama ing 1 September 2006 lan dilantik 26 September. wiwit masa papréntahane dadi nayakotama meh nganti setaun, Abe mengumumke pengunduran dirine ing 12 September 2007, nanging dhèwèké terus njabat nganti penggantine, Yasuo Fukuda terpilih dadi Ketua LDP ing 23 September 2007 sedurungr kepilih dadi Nayakotama Jepang, 25 September 2007. Yasuo Fukuda miwiti njabat lan ngumumke susunan kabinèt ing ésuk dinane (26 September 2007).26 Dhésèmber 2012, dhèwèké kepilih manèh dadi Nayakotama Jepang nggantiake Yoshihiko Noda, sawisé kepilih déning parlemen kanggo nduduki kalungguhan sing padha. Kepilihe Shinzō Abe iki nyusul sawisé parténe, Parté Dhémokrasi Liberal (LDP) menangke Pemilu ing wiwit bulan Dhésèmber 2012 .",Category:1954 births|Category:2022 deaths|Category:2022 murders in Japan|Category:21st-century prime ministers of Japan|Category:All Wikipedia articles written in American English|Category:All articles with unsourced statements|Category:Articles containing French-language text|Category:Articles containing German-language text|Category:Articles containing Italian-language text|Category:Articles containing Japanese-language text|Category:Articles containing video clips|Category:Articles with hAudio microformats|Category:Articles with short description|Category:Articles with unsourced statements from February 2024|Category:Articles with unsourced statements from September 2021|Category:Articles with unsourced statements from September 2023|Category:Assassinated national legislators|Category:Assassinated prime ministers of Japan|Category:CS1: unfit URL|Category:CS1 Chinese-language sources (zh)|Category:CS1 Japanese-language sources (ja)|Category:CS1 Spanish-language sources (es)|Category:CS1 interwiki-linked names|Category:CS1 maint: numeric names: authors list|Category:CS1 uses Japanese-language script (ja)|Category:Chief Commanders of the Legion of Merit|Category:Conservatism in Japan|Category:Deaths by firearm in Japan|Category:Deaths by homemade firearm|Category:Grand Collars of the Order of Lakandula|Category:Grand Crosses of the Order of the Liberator General San Martin|Category:Honorary companions of the Order of Australia|Category:Japanese anti-communists|Category:Japanese nationalists|Category:Japanese politicians with disabilities|Category:Knights Grand Cross of the Order of Isabella the Catholic|Category:Knights Grand Cross of the Order of Orange-Nassau|Category:Liberal Democratic Party (Japan) politicians|Category:Liberal Democratic Party prime ministers of Japan|Category:Members of Nippon Kaigi|Category:Members of the House of Representatives (Japan) 1993–1996|Category:Members of the House of Representatives (Japan) 1996–2000|Category:Members of the House of Representatives (Japan) 2000–2003|Category:Members of the House of Representatives (Japan) 2003–2005|Category:Members of the House of Representatives (Japan) 2005–2009|Category:Members of the House of Representatives (Japan) 2009–2012|Category:Members of the House of Representatives (Japan) 2012–2014|Category:Members of the House of Representatives (Japan) 2014–2017|Category:Members of the House of Representatives (Japan) 2017–2021|Category:Members of the House of Representatives (Japan) 2021–2024|Category:Pages using multiple image with auto scaled images|Category:Pages with Japanese IPA|Category:People appearing on C-SPAN|Category:People from Shinjuku|Category:People murdered in Japan|Category:People with ulcerative colitis|Category:Politicians assassinated in 2022|Category:Politicians with Unification Church|Category:Presidents of the Liberal Democratic Party (Japan)|Category:Recipients of the Olympic Order|Category:Recipients of the Padma Vibhushan in public affairs|Category:Satō–Kishi–Abe family|Category:Seikei University alumni|Category:Shinzo Abe|Category:Short description is different from Wikidata|Category:USC Sol Price School of Public Policy alumni|Category:University of Southern California alumni|Category:Use American English from October 2024|Category:Use dmy dates from September 2023|Category:Webarchive template other archives|Category:Webarchive template wayback links,Shinzō Abe,jv,https://jv.wikipedia.org/wiki/Shinz%C5%8D_Abe
81,"Julius Robert Oppenheimer (1904-1967) ditepungi minangka ahli fisika saka Amérika Sarékat. Robert iku dadi salah sijiné tokoh Proyek Manhattan nalika Perang Dunia II kang duwé tugas kanggo nggawé bom atom kang sepisanan.Julius Robert lair ing New York, New York lan sinau ing Harvard, Cambridge, lan Goettingen. Julius Robert nampa gelar Ph.D. nalika taun 1927 kanthi bimbingan Max Born ing Gottingen kang nalika iku dadi pusat pengembangan mekanika kuantum. Sawisé rong taun lulus, Julius Robert banjur yasa sekolah fisika teoretis ing Institut Teknologi California lan ing Berkeley.Julius Robert Oppenheimer akèh nyumbangaké pikiran ing babagan fisika atom lan nuklir. Julius Robert uga nemu bintang neutron lan nolongan ireng kang wis disepelekké astronom ing wektu kapungkur.Nalika PD II, Oppenheimer mimpin program bom atom Amérika Sarékat ing Los Alamos, New Mexico, lan nalika taun 1947 Julius Robert dadi direktur Institute of Advanced Study ing Princeton, New Jersey. Oppenheimer duwé akèh mungsuh nalika bubar perang, awit Julius Robert kang ngusulaké pengendalian ènergi atom internasional lan nentang digawéné bom hidrogen. Nalika taun 1954 Atomic Energy Commission nerangake yèn Robert kalebu wong kang kudu diamanake.","Category:1904 births|Category:1967 deaths|Category:20th-century American Jews|Category:20th-century American physicists|Category:Academics of the University of Cambridge|Category:All Wikipedia articles written in American English|Category:All articles containing potentially dated statements|Category:Alumni of Christ's College, Cambridge|Category:American agnostics|Category:American anti-fascists|Category:American nuclear physicists|Category:American people of German-Jewish descent|Category:American quantum physicists|Category:American relativity theorists|Category:Articles containing potentially dated statements from 2007|Category:Articles containing potentially dated statements from 2023|Category:Articles with hAudio microformats|Category:Articles with hCards|Category:Articles with short description|Category:Biography with signature|Category:Burials at sea|Category:CS1 Finnish-language sources (fi)|Category:California Institute of Technology faculty|Category:Deaths from cancer in New Jersey|Category:Deaths from laryngeal cancer in the United States|Category:Directors of the Institute for Advanced Study|Category:Enrico Fermi Award recipients|Category:Ethical Culture Fieldston School alumni|Category:Featured articles|Category:Foreign members of the Royal Society|Category:Harvard College alumni|Category:IMDb title ID different from Wikidata|Category:Independent scientists|Category:Institute for Advanced Study faculty|Category:J. Robert Oppenheimer|Category:Jewish American physicists|Category:Jewish agnostics|Category:Jewish anti-fascists|Category:Jews from California|Category:Jews from New Jersey|Category:Jews from New York (state)|Category:Manhattan Project people|Category:Medal for Merit recipients|Category:Members of the American Philosophical Society|Category:Nuclear weapons scientists and engineers|Category:Officers of the Legion of Honour|Category:Physicists from New York (state)|Category:Presidents of the American Physical Society|Category:S-bef: 'before' parameter begins with the word 'new'|Category:Scientists from Manhattan|Category:Short description is different from Wikidata|Category:Spoken articles|Category:The Century Foundation|Category:United States government officials of World War II|Category:University of California, Berkeley faculty|Category:University of Göttingen alumni|Category:Use American English from July 2023|Category:Use mdy dates from May 2024|Category:Victims of McCarthyism|Category:Wikipedia pages semi-protected against vandalism",Robert Oppenheimer,jv,https://jv.wikipedia.org/wiki/Julius_Robert_Oppenheimer
82,"Emily Jean ""Emma"" Stone (lair 6 Nopèmber 1988) ya iku juru main filem asalé saka Amérika Sarékat. Dadi salah siji juru main filem sing bayaré paling dhuwur ing dunya, dhèwèké dadi nominasi Academy Award ping pisan, British Academy Film Awards ping pindho, lan Golden Globe Awards ping pindho, sarta menang Screen Actors Guild Awards ping pindho. Liyané main filem, dhèwèké nyengkuyung sawenèh obah-obahan, kaya ta mangun kasadharan ngenani bebaya kanker payudara.","Category:1988 births|Category:21st-century American actresses|Category:Actresses from Manhattan|Category:Actresses from Scottsdale, Arizona|Category:All Wikipedia articles written in American English|Category:American child actresses|Category:American film actresses|Category:American people of English descent|Category:American people of German descent|Category:American people of Irish descent|Category:American people of Scottish descent|Category:American people of Swedish descent|Category:American television actresses|Category:American voice actresses|Category:Articles with hCards|Category:Articles with short description|Category:Best Actress AACTA International Award winners|Category:Best Actress Academy Award winners|Category:Best Actress BAFTA Award winners|Category:Best Musical or Comedy Actress Golden Globe (film) winners|Category:Biography with signature|Category:CS1 French-language sources (fr)|Category:Commons category link from Wikidata|Category:Emma Stone|Category:Featured articles|Category:IBDB name template using Wikidata|Category:IMDb ID (Cite Mojo) different from Wikidata|Category:Living people|Category:Outstanding Performance by a Cast in a Motion Picture Screen Actors Guild Award winners|Category:Outstanding Performance by a Female Actor in a Leading Role Screen Actors Guild Award winners|Category:Participants in American reality television series|Category:People from Greenwich Village|Category:Short description is different from Wikidata|Category:TCMDb name template using non-numeric ID from Wikidata|Category:The Numbers ID not in Wikidata|Category:Use American English from May 2016|Category:Use mdy dates from November 2024|Category:Volpi Cup for Best Actress winners|Category:Wikipedia indefinitely semi-protected biographies of living people",Emma Stone,jv,https://jv.wikipedia.org/wiki/Emma_Stone
83,"Kajol Devgan inggih punika putri saking Tanuju lan Shomu Mukhrejee lan keponakan saking Nutan Behl. Kajol inggih punika génerasi kaping 4 aktris: Tanuju ibukipun, bibi ibunipun Nutan Behl, Shobhna Samarth simbah saking ibunipun, lan simbahipun Rattan Bai bintang filem ing mangsanipun. Kajol kados dipunpasangake kalih Aktor Shahrukh Khan. Kanyataanipun filem kalih Shahrukh Khan kathah kan dados Hits inggih punika (Baazigar, Karan Arjun, Dilwale Dulhaniya Le Jayenge, Kuch Kuch Hota Hai, lan Kabhi Khushi Kabhi Gham) kang berhasil dados super hits lan blockbuster. Terdaftar dados nomer 4 aktris saking ‘’Top Bollywood Actress” ing taun 2006.Asma Asli: Kajol MukhrejeeAsma Nikah: Kajol DevganGarwa: Ajay DevganPapan, tanggal Lair: Mumbai, 5 Agustus 1974",Category:1974 births|Category:20th-century Indian actresses|Category:21st-century Indian actresses|Category:Actresses from Kolkata|Category:Actresses from Mumbai|Category:Actresses in Hindi cinema|Category:Actresses in Tamil cinema|Category:Ajay Devgn|Category:Articles with hCards|Category:Articles with short description|Category:Bengali Hindus|Category:Bengali actresses|Category:Biography with signature|Category:Bollywood Hungama person template using non-numeric ID|Category:CS1 maint: multiple names: authors list|Category:EngvarB from May 2014|Category:Filmfare Awards winners|Category:Good articles|Category:Indian Hindus|Category:Living people|Category:Marathi actresses|Category:Pages containing links to subscription-only content|Category:Pages with Bengali IPA|Category:People from Mumbai|Category:Recipients of the Padma Shri in arts|Category:Screen Awards winners|Category:Short description is different from Wikidata|Category:Subscription required using via|Category:Use dmy dates from March 2022|Category:Zee Cine Awards winners,Kajol,jv,https://jv.wikipedia.org/wiki/Kajol_Devgan
84,"Priyanka Chopra (प्रियंका चोपड़ा) (1982-07-18) 18 Juli 1982, artis saka India.Wong tuané jenengé Jharkhand saka wong tuwa Ashok Chopra lan Madhu Akhauri.Chopra awit cilik urip ning Bareilly, Uttar Pradesh, Newton, Massachusetts.Priyanka Chopra sempet sinau ning perguruan tinggi ning Jai Hind College, Mumbai.Nanging kuliyahé ditinggal sawisé menangaké gelar Miss World.","Category:1982 births|Category:21st-century Indian actresses|Category:21st-century Indian singers|Category:21st-century Indian women singers|Category:Actresses from Bihar|Category:Actresses from Jamshedpur|Category:Actresses in Hindi cinema|Category:All Wikipedia articles written in Indian English|Category:All articles with unsourced statements|Category:Articles with hCards|Category:Articles with short description|Category:Articles with unsourced statements from August 2024|Category:Beauty pageant contestants from Jamshedpur|Category:Best Actress National Film Award winners|Category:Biography with signature|Category:Bollywood Hungama person template using Wikidata property P7923|Category:Expatriate musicians in the United States|Category:Featured articles|Category:Female models from Jamshedpur|Category:Femina Miss India winners|Category:Filmfare Awards winners|Category:Indian Hindus|Category:Indian beauty pageant winners|Category:Indian expatriate actresses in the United States|Category:Indian expatriates in the United Kingdom|Category:Indian female models|Category:Indian film actresses|Category:Indian game show hosts|Category:Indian philanthropists|Category:Indian voice actresses|Category:Indian women philanthropists|Category:Indian women playback singers|Category:Indian women pop singers|Category:Indian women television presenters|Category:International Indian Film Academy Awards winners|Category:Interscope Records artists|Category:Island Records artists|Category:Jonas family|Category:La Martinière College, Lucknow alumni|Category:Living people|Category:Miss World 2000 delegates|Category:Miss World winners|Category:Pages using Sister project links with hidden wikidata|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages with Hindustani IPA|Category:People from Bareilly|Category:People from Jamshedpur|Category:People of Punjabi descent|Category:Recipients of the Padma Shri in arts|Category:Screen Awards winners|Category:Short description matches Wikidata|Category:Singers from Jharkhand|Category:UNICEF Goodwill Ambassadors|Category:Use Indian English from June 2013|Category:Use dmy dates from July 2022|Category:Webarchive template wayback links|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:Women musicians from Jharkhand|Category:Zee Cine Awards winners",Priyanka Chopra,jv,https://jv.wikipedia.org/wiki/Priyanka_Chopra
85,"Déépika Padukoné (diwaca Dipika Padukon) lair nalika tanggal 5 Januari taun 1986 ing Copenhagen, Dhènmarken. Déépika ora lair saka kulawarga artis. Bapaké ya iku atlèt internasional badminton, jenengé Prakash Padukoné. Ibuné jenengé Ujjala, nyambut gawé ing agèn perjalanan. Déné adhiné, Anisha Padukoné dadi atlèt golf. Déépika iku salah siji artis kang kondhang saka negri Bollywood. Bollywood ya iku sebutan kanggo indhustri filem saka Mumbai, Maharashtra, India. Dhèwèké wiwit kawentar nalika dadi paraga baku ing filem Om Shanti Om bareng karo aktor kondhang Shahrukh Khan. Kariré saya mundhak nalika dadi artis ing filem Bachna Ae Haseeno, Yeh Jawaani Hai Deewani, Love Aaj Kal, Goliyon Ki Raasleela Raam-Leela, Race 2, Chennai Express, Happy New Year, Bajirao Mastaani, Padmaavat, lan sapituruté.Déépika éntuk pangaji minangka “Model of The Year” tegesé modhèl kang duwé prèstasi saha karir kang apik nalika taun 2012 ing adicara Pangaji Fashion Kingfisher kaping lima, banjur uga dadi model baku ing tanggalan Kingfisher.  Ing taun kuwi kariré saya mundhak, dhèwèké luwih aktif dadi modhèl kanggo para desainer kondhang.","Category:1986 births|Category:21st-century Indian actresses|Category:Actresses from Bengaluru|Category:Actresses from Copenhagen|Category:Actresses in Hindi cinema|Category:Actresses in Kannada cinema|Category:Actresses in Tamil cinema|Category:All Wikipedia articles written in Indian English|Category:Articles with hCards|Category:Articles with short description|Category:Featured articles|Category:Female models from Bengaluru|Category:Filmfare Awards winners|Category:Indian Hindus|Category:Indian expatriate actresses in the United States|Category:Indian feminists|Category:Indian film actresses|Category:Indian women columnists|Category:Indira Gandhi National Open University alumni|Category:International Indian Film Academy Awards winners|Category:Konkani people|Category:Living people|Category:Mental health activists|Category:Mount Carmel College, Bangalore alumni|Category:Pages using Sister project links with hidden wikidata|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages with Hindustani IPA|Category:Screen Awards winners|Category:Short description is different from Wikidata|Category:Use Indian English from June 2016|Category:Use dmy dates from January 2023|Category:Wikipedia extended-confirmed-protected pages|Category:Zee Cine Awards winners",Deepika Padukone,jv,https://jv.wikipedia.org/wiki/Deepika_Padukone
86,"Vidya Balan (வித்யா பாலன்  (1978-01-01) 1 Januari 1978) dhèwèké iku Aktris India.Dhèwèké iku aktris India, kang uga dadi sarjana lulusan sosiologi.Dhèwèké njukut gelar sarjana ning St Xavier's College lan ngelajutaké kuliyah S2né ning University of Mumbai.Karir aktingé diwiwiti nalika dhèwèké ndaftar audisi filem CHAKRAM MALAYALAM bebarengan karo Mohanlal.Dhèwèké ngarepaké supaya olih peran ning filem mau, nanging dhèwèké ora olih peran ning filem mau,dhèwèké malah dikontrak kanggo meranaké tokoh ning filem RUN,Nanging ora ana alesan kang gamblang, dhèwèké digantikaké déning Meera Jasmine sawisé jadwal syuting kang kaping pisanan.Amarga kuciwa karo kadadian mau, dhèwèké nyoba kanggo pindah ning iklan televisi.Ning taun 1998, Balan sok metu ning iklan-iklan televisi, kang akehé disutradarai déning Pradeep Sarkar.Dhèwèké uga sempet dadi peran pandukung ning video musik band-band kaya ta Euphoria, Shubha Mudgal, lan Pankaj Udhas.Ning taun 2003, Balan akiré mbintangi filem kang judhulé BHALO THEKO.amarga mbintangi filem mau, dhèwèké olih panghargaan Artis paling apik ning ajang Anandalok Puraskar.Sawisé dhèwèké miwiti anggawe debut filem Hindi ning filem PARINEETA,dhèwèké olih bebungah Aktris paling apik ning ajang Filmfare Award.Sawisé sukses ning filem-filem mau, dhèwèké wiwit narima tawaran main filem, malah ana tawaran liya né kang ditolak.Akiré dhèwèké narima tawaran main peran bebarengan karo Sanjay Dutt ning filem LAGE RAHO MUNNA BHAI.FIlm iki olih respon apik ning pasaran lan dadi filem paling laris nalika iku.Dhèwèké dadi aktrris kondhang sawisé iku, uga olih bebungah-bebungah liyané.Ning taun 2011 dhèwèké diberitakaké duwé gayutan karo CEO UTV Motion Pictures,Siddharth Roy Kapoor.Nanging wara-wara iku namung rumor, lan Balan asih dhewekén.","Category:1979 births|Category:21st-century Indian actresses|Category:Actresses from Mumbai|Category:Actresses from Palakkad|Category:Actresses in Bengali cinema|Category:Actresses in Hindi cinema|Category:Actresses in Malayalam cinema|Category:All Wikipedia articles written in Indian English|Category:Articles with hCards|Category:Articles with short description|Category:Best Actress National Film Award winners|Category:Biography with signature|Category:CS1 maint: multiple names: authors list|Category:Commons category link from Wikidata|Category:Featured articles|Category:Female models from Mumbai|Category:Filmfare Awards winners|Category:Indian film actresses|Category:Indian television actresses|Category:International Indian Film Academy Awards winners|Category:Living people|Category:Pages with Hindustani IPA|Category:Recipients of the Padma Shri in arts|Category:Screen Awards winners|Category:Short description is different from Wikidata|Category:St. Xavier's College, Mumbai alumni|Category:University of Mumbai alumni|Category:Use Indian English from November 2024|Category:Use dmy dates from November 2024|Category:Webarchive template wayback links|Category:Zee Cine Awards winners",Vidya Balan,jv,https://jv.wikipedia.org/wiki/Vidya_Balan
87,"Muhammad Ali Jinnah (lair minanggka Mahomedali Jinnahbhai; 25 Désèmber 1876 – 11 Sèptèmber 1948) iku sawijining pangacara, pulitikus lan pangadeg nagara Pakistan. Jinnah iku dadi pasirahé Liga Muslim India Raya (All-India Muslim League) saka taun 1913 nganti Pakistan mardika tanggal 14 Agustus 1947, lan sawisé iku dadi Gubernur-Jéndral kapisan Pakistan nganti tilaré. Dhèwèké dikurmati ing Pakistan minangka Quaid-i-Azam (Basa Urdu: قائد اعظم; Pamimpin Agung) lan Baba-i-Qaum (Basa Urdu: بابائے قوم; Bapak Bangsa). Dina kalairané iku dina prèi nasional ing Pakistan.","Category:1876 births|Category:1948 deaths|Category:20th-century deaths from tuberculosis|Category:All-India Muslim League politicians|Category:All Wikipedia articles written in Pakistani English|Category:Alumni of City, University of London|Category:Alumni of the Inns of Court School of Law|Category:Articles containing Gujarati-language text|Category:Articles containing Urdu-language text|Category:Articles with hatnote templates targeting a nonexistent page|Category:Articles with short description|Category:Cathedral and John Connon School alumni|Category:Church Mission School alumni|Category:Converts to Sunni Islam from Shia Islam|Category:Expatriates from British India in the United Kingdom|Category:Featured articles|Category:Governors-general of Pakistan|Category:Indian National Congress politicians|Category:Indian newspaper founders|Category:Infectious disease deaths in Sindh|Category:Jinnah family|Category:Lawyers from Karachi|Category:Members of Lincoln's Inn|Category:Members of the Central Legislative Assembly of India|Category:Members of the Fabian Society|Category:Members of the Imperial Legislative Council of India|Category:Members of the Pakistan Philosophical Congress|Category:Muhajir people|Category:Muhammad Ali Jinnah|Category:National symbols of Pakistan|Category:Pages using Sister project links with hidden wikidata|Category:Pages with Gujarati IPA|Category:Pages with Urdu IPA|Category:Pakistani MNAs 1947–1954|Category:Pakistani Sunni Muslims|Category:Pakistani barristers|Category:Pakistani former Shia Muslims|Category:Pakistani newspaper founders|Category:Pakistani people of Gujarati descent|Category:Partition of India|Category:People from Karachi|Category:People from Mumbai|Category:Politicians from Karachi|Category:Presidents of Pakistan|Category:Short description is different from Wikidata|Category:Sindh Madressatul Islam University alumni|Category:Tuberculosis deaths in Pakistan|Category:University of Mumbai alumni|Category:Use Pakistani English from September 2024|Category:Use dmy dates from September 2024|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected pages",Mohammad Ali Jinnah,jv,https://jv.wikipedia.org/wiki/Muhammad_Ali_Jinnah
88,"Mark Robert Michael Wahlberg (lair ing Amérika Sarékat, 5 Juni 1971; umur 53 taun)) ya iku siji pelawak, aktor, lan pembawa acara saka Amérika.","Category:1971 births|Category:20th-century American male actors|Category:20th-century American rappers|Category:20th-century Roman Catholics|Category:21st-century American male actors|Category:21st-century American rappers|Category:21st-century Roman Catholics|Category:All Wikipedia articles written in American English|Category:All articles with unsourced statements|Category:American film producers|Category:American male film actors|Category:American male rappers|Category:American male voice actors|Category:American people convicted of assault|Category:American people of English descent|Category:American people of French-Canadian descent|Category:American people of Irish descent|Category:American people of Swedish descent|Category:Articles with hCards|Category:Articles with short description|Category:Articles with unsourced statements from December 2024|Category:Articles with unsourced statements from June 2023|Category:BAFTA winners (people)|Category:Catholics from Massachusetts|Category:Commons category link from Wikidata|Category:Living people|Category:Male actors from Boston|Category:Mark Wahlberg|Category:Massachusetts Democrats|Category:New Kids on the Block members|Category:Participants in American reality television series|Category:People from Dorchester, Boston|Category:Rappers from Massachusetts|Category:Short description is different from Wikidata|Category:TCMDb name template using non-numeric ID from Wikidata|Category:Television producers from Massachusetts|Category:Use American English from January 2024|Category:Use mdy dates from January 2024|Category:Wahlberg family|Category:Webarchive template wayback links|Category:Wikipedia indefinitely semi-protected biographies of living people",Mark Wahlberg,jv,https://jv.wikipedia.org/wiki/Mark_Wahlberg
89,"Ares (Yunani \bkuna\b: Ἄρης [árɛːs], Yunani modern: Άρης [ˈaris]) punika déwa perang wonten ing mitologi Yunani. Ares punika putra saking Zeus lan Hera lan kalebet ing 12 Déwa Olimpus. Kalih pengawal mliginipun inggih punika Fobos lan Deimos. Ares punika déwa ingkang ""haus darah"" lan dados gambaran rajapejah. Ares gadhah kuwaos awit pirantos perang, panyerangan lan pertahanan kitha, njarah, sarta kuwantunanipun. Peksi hering lan anjing punika kéwan ingkang keramat kanggé Ares. Wonten ing Iliad, Ares medal kanthi diubengi manéka panjelmaan saking ngerinipun perang, nanging wonten ing Odyssey karakter Ares langkung ""lunak"". Ares ugi wonten gegayutanipun kaliyan pambangunan kutha Thebes. Ing mitologi Romawi Ares kawentar kanthi nama déwa Mars. Nama Mars punika dados salah satunggaling nama planit ingkang celak kaliyan bumi lan gadhah 2 satelit ingkang dipunparingi nama adhehshasar nama pengawalipun, Phobos lan Deimos. Nama wulan Maret punika kalebet persembahan kanggé Ares.",Category:All articles lacking reliable references|Category:All articles needing additional references|Category:All articles with unsourced statements|Category:Ares|Category:Articles containing Ancient Greek (to 1453)-language text|Category:Articles containing Mycenaean Greek-language text|Category:Articles having different image on Wikidata and Wikipedia|Category:Articles lacking reliable references from April 2022|Category:Articles lacking reliable references from September 2021|Category:Articles needing additional references from September 2021|Category:Articles with short description|Category:Articles with unsourced statements from August 2023|Category:Characters in the Odyssey|Category:Children of Hera|Category:Children of Zeus|Category:Commons category link from Wikidata|Category:Consorts of Aphrodite|Category:Consorts of Eos|Category:Deeds of Poseidon|Category:Deities in the Iliad|Category:Dog gods|Category:Greek mythology of Thrace|Category:Greek war deities|Category:Martian deities|Category:Metamorphoses characters|Category:Pages using sidebar with the child parameter|Category:Pages with Greek IPA|Category:Planetary gods|Category:Short description is different from Wikidata|Category:Twelve Olympians|Category:War gods|Category:Wikipedia indefinitely semi-protected pages,Ares,jv,https://jv.wikipedia.org/wiki/Ares
