,ja_intro,en_categories,title,language,link
76,A・R・ラフマーン（A.R. Rahman、本名:Allah Rakha Rahman、タミル語:ஏ.ஆர்.ரஹ்மான்、誕生名:A・S・ディリープ・クマール、1966年1月6日 - )は、インドの作曲家、キーボーディスト、歌手。タミル・ナードゥ州チェンナイ出身で、同地にスタジオを持つ。映画音楽の作曲で知られ、2009年、『スラムドッグ$ミリオネア』でゴールデングローブ賞 作曲賞、第81回アカデミー賞で作曲賞、歌曲賞など、多数の賞を受賞した。2016年福岡アジア文化賞大賞受賞。最も売れたアーティスト一覧によると、シングル・アルバムの総売上枚数が3億枚と、アジア人最高を誇る。,Category:1967 births|Category:A. R. Rahman|Category:All Wikipedia articles written in Indian English|Category:All articles lacking reliable references|Category:All articles with failed verification|Category:All articles with unsourced statements|Category:Alumni of Trinity College of Music|Category:Articles lacking reliable references from June 2022|Category:Articles with failed verification from April 2017|Category:Articles with hCards|Category:Articles with short description|Category:Articles with unsourced statements from March 2022|Category:Best Background Score National Film Award winners|Category:Best Music Direction National Film Award winners|Category:Best Original Music BAFTA Award winners|Category:Best Original Music Score Academy Award winners|Category:Best Original Song Academy Award–winning songwriters|Category:Biography with signature|Category:Bollywood playback singers|Category:CS1: long volume value|Category:CS1: unfit URL|Category:CS1 French-language sources (fr)|Category:CS1 Tamil-language sources (ta)|Category:CS1 errors: missing periodical|Category:CS1 maint: location missing publisher|Category:Columbia Records artists|Category:Commons category link is on Wikidata|Category:Filmfare Awards South winners|Category:Filmfare Awards winners|Category:Golden Globe Award winners|Category:Golden Globe Award–winning musicians|Category:Grammy Award winners|Category:IIFA Utsavam winners|Category:Indian Academy Award winners|Category:Indian Muslims|Category:Indian Sufis|Category:Indian Tamil people|Category:Indian male film score composers|Category:Indian male playback singers|Category:Jingle composers|Category:Living people|Category:Musicians from Tamil Nadu|Category:Pages using the Phonos extension|Category:Qadiri order|Category:Recipients of the Padma Bhushan in arts|Category:Recipients of the Padma Shri in arts|Category:Short description is different from Wikidata|Category:Singers from Chennai|Category:SuperHeavy members|Category:Tamil Muslims|Category:Tamil Nadu State Film Awards winners|Category:Tamil film score composers|Category:Tamil playback singers|Category:Telugu film score composers|Category:Telugu playback singers|Category:Use Indian English from December 2024|Category:Use dmy dates from December 2024|Category:Wikipedia indefinitely semi-protected pages|Category:Zee Cine Awards winners,A. R. Rahman,ja,https://ja.wikipedia.org/wiki/A%E3%83%BBR%E3%83%BB%E3%83%A9%E3%83%95%E3%83%9E%E3%83%BC%E3%83%B3
77,"クリステン・スチュワート（Kristen Stewart, 本名: Kristen Jaymes Stewart, クリステン・ジェイムス・スチュワート、1990年4月9日 ‐ ）は、アメリカ合衆国で活動する女優。『トワイライト』シリーズのベラ・スワン役で知られている。",Category:1990 births|Category:20th-century American actresses|Category:21st-century American LGBTQ people|Category:21st-century American actresses|Category:Actresses from Los Angeles|Category:All Wikipedia articles written in American English|Category:All articles lacking reliable references|Category:American bisexual actresses|Category:American child actresses|Category:American feminists|Category:American film actresses|Category:American people of Australian descent|Category:American people of Jewish descent|Category:American television actresses|Category:Articles lacking reliable references from June 2023|Category:Articles with hCards|Category:Articles with short description|Category:BAFTA Rising Star Award winners|Category:Best Supporting Actress César Award winners|Category:Biography with signature|Category:Bisexual feminists|Category:CS1 maint: bot: original URL status unknown|Category:LGBTQ people from California|Category:Living people|Category:Pages using Sister project links with hidden wikidata|Category:Short description is different from Wikidata|Category:Use American English from April 2020|Category:Use mdy dates from July 2024|Category:Wikipedia indefinitely semi-protected biographies of living people,Kristen Stewart,ja,https://ja.wikipedia.org/wiki/%E3%82%AF%E3%83%AA%E3%82%B9%E3%83%86%E3%83%B3%E3%83%BB%E3%82%B9%E3%83%81%E3%83%A5%E3%83%AF%E3%83%BC%E3%83%88
78,"リー・クアンユー（英語: Lee Kuan Yew, 漢字表記、中国語: 李光耀、日本語読み：り こうよう、 1923年9月16日（旧暦8月6日） - 2015年3月23日）は、シンガポールの政治家、初代首相。","Category:1923 births|Category:2015 deaths|Category:20th-century Singaporean lawyers|Category:All Wikipedia articles written in Singapore English|Category:All articles with dead external links|Category:All articles with style issues|Category:All articles with unsourced statements|Category:Alumni of Fitzwilliam College, Cambridge|Category:Alumni of the London School of Economics|Category:Alumni of the University of London|Category:Articles containing Chinese-language text|Category:Articles with dead external links from September 2023|Category:Articles with permanently dead external links|Category:Articles with short description|Category:Articles with unsourced statements from February 2019|Category:Articles with unsourced statements from November 2024|Category:CS1 Chinese-language sources (zh)|Category:CS1 Chinese (Singapore)-language sources (zh-sg)|Category:CS1 French-language sources (fr)|Category:CS1 uses Chinese-language script (zh)|Category:Conservatism in Singapore|Category:Deaths from pneumonia in Singapore|Category:Fellows of Fitzwilliam College, Cambridge|Category:Grand Cordons of the Order of the Rising Sun|Category:Hakka writers|Category:Honorary Knights Grand Cross of the Order of St Michael and St George|Category:Honorary members of the Order of the Companions of Honour|Category:Ig Nobel laureates|Category:Knights Grand Commander of the Order of the Crown of Johor|Category:Lawyers with disabilities|Category:Lee Kuan Yew|Category:Lee family (Singapore)|Category:Members of the Cabinet of Singapore|Category:Members of the Dewan Rakyat|Category:Members of the Legislative Assembly of Singapore|Category:Members of the Parliament of Singapore|Category:National Portrait Gallery (London) person ID same as Wikidata|Category:Pages using Sister project links with hidden wikidata|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages using Template:Post-nominals with customized linking|Category:People's Action Party politicians|Category:People appearing on C-SPAN|Category:People of the Vietnam War|Category:Peranakan people in Singapore|Category:Politicians with dyslexia|Category:Prime ministers of Singapore|Category:Radicals|Category:Raffles Institution alumni|Category:Recipients of the Order of the Paulownia Flowers|Category:Short description is different from Wikidata|Category:Singaporean Confucianists|Category:Singaporean agnostics|Category:Singaporean anti-communists|Category:Singaporean independence activists|Category:Singaporean people of Hakka descent|Category:Singaporean people with disabilities|Category:Singaporean politicians of Chinese descent|Category:Singaporean politicians of Hakka descent|Category:Use Singapore English from July 2023|Category:Use dmy dates from January 2025|Category:Webarchive template wayback links|Category:Wikipedia articles with style issues from September 2022|Category:Writers with dyslexia",Lee Kuan Yew,ja,https://ja.wikipedia.org/wiki/%E3%83%AA%E3%83%BC%E3%83%BB%E3%82%AF%E3%82%A2%E3%83%B3%E3%83%A6%E3%83%BC
79,"ネイマール（Neymar）ことネイマール・ダ・シウバ・サントス・ジュニオール（Neymar da Silva Santos Júnior [nejˈmaʁ dɐ ˈsiwvɐ ˈsɐ̃tus ˈʒũɲoʁ], 1992年2月5日 - ）は、ブラジル・サンパウロ州モジ・ダス・クルーゼス出身のサッカー選手。サントスFC所属。ブラジル代表。ポジションはFW。ブラジル代表には18歳でデビューし、2023年現在最多得点記録を保持している。2013年コンフェデ杯ではゴールデンボールに選出された。2016年にはリオ五輪にOA枠で出場し、金メダルを獲得した。2021年には所属クラブであるパリ・サンジェルマンと総額約638億円の年俸契約を結んだことが世界的なニュースとなった。",Category:1992 births|Category:2011 Copa América players|Category:2013 FIFA Confederations Cup players|Category:2014 FIFA World Cup players|Category:2015 Copa América players|Category:2018 FIFA World Cup players|Category:2021 Copa América players|Category:2022 FIFA World Cup players|Category:21st-century Brazilian sportsmen|Category:Afro-Brazilian sportspeople|Category:Al Hilal SFC players|Category:All articles with dead external links|Category:Articles using Template:Medal with Runner-up|Category:Articles using Template:Medal with Winner|Category:Articles with Portuguese-language sources (pt)|Category:Articles with dead external links from September 2023|Category:Articles with permanently dead external links|Category:Articles with short description|Category:Associação Atlética Portuguesa (Santos) players|Category:Brazil men's international footballers|Category:Brazil men's under-20 international footballers|Category:Brazil men's youth international footballers|Category:Brazilian Christians|Category:Brazilian expatriate men's footballers|Category:Brazilian expatriate sportspeople in France|Category:Brazilian expatriate sportspeople in Saudi Arabia|Category:Brazilian expatriate sportspeople in Spain|Category:Brazilian men's footballers|Category:CS1 Brazilian Portuguese-language sources (pt-br)|Category:CS1 French-language sources (fr)|Category:CS1 German-language sources (de)|Category:CS1 Italian-language sources (it)|Category:CS1 Korean-language sources (ko)|Category:CS1 Portuguese-language sources (pt)|Category:CS1 Spanish-language sources (es)|Category:CS1 errors: bare URL|Category:CS1 errors: missing title|Category:CS1 errors: periodical ignored|Category:CS1 maint: numeric names: authors list|Category:CS1 maint: url-status|Category:Campeonato Brasileiro Série A players|Category:Copa Libertadores top scorers|Category:Copa Libertadores–winning players|Category:EngvarB from May 2019|Category:Expatriate men's footballers in France|Category:Expatriate men's footballers in Saudi Arabia|Category:Expatriate men's footballers in Spain|Category:FC Barcelona players|Category:FIFA Confederations Cup–winning players|Category:FIFA Men's Century Club|Category:Footballers at the 2012 Summer Olympics|Category:Footballers at the 2016 Summer Olympics|Category:Footballers from Mogi das Cruzes|Category:La Liga players|Category:Ligue 1 players|Category:Living people|Category:Medalists at the 2012 Summer Olympics|Category:Medalists at the 2016 Summer Olympics|Category:Men's association football forwards|Category:Men's association football wingers|Category:Neymar|Category:Olympic footballers for Brazil|Category:Olympic gold medalists for Brazil|Category:Olympic medalists in football|Category:Olympic silver medalists for Brazil|Category:Pages including recorded pronunciations|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages using national squad without sport or team link|Category:Pages using the Phonos extension|Category:Pages with Brazilian Portuguese IPA|Category:Paris Saint-Germain FC players|Category:Santos FC players|Category:Short description is different from Wikidata|Category:São Paulo state football team players|Category:UEFA Champions League top scorers|Category:UEFA Champions League–winning players|Category:Use dmy dates from May 2024|Category:Webarchive template wayback links|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected biographies of living people,Neymar,ja,https://ja.wikipedia.org/wiki/%E3%83%8D%E3%82%A4%E3%83%9E%E3%83%BC%E3%83%AB
80,安倍 晋三（あべ しんぞう、1954年〈昭和29年〉9月21日 - 2022年〈令和4年〉7月8日）は、日本の政治家。位階は従一位。勲等は大勲位。長門市在籍。内閣総理大臣（第90・96・97・98代）、内閣官房長官（第72代）、内閣官房副長官（政務担当）、衆議院議員（10期）、自由民主党総裁（第21・25代）、自由民主党幹事長（第41代）、自由民主党幹事長代理、清和政策研究会会長（第10代）を歴任した。,Category:1954 births|Category:2022 deaths|Category:2022 murders in Japan|Category:21st-century prime ministers of Japan|Category:All Wikipedia articles written in American English|Category:All articles with unsourced statements|Category:Articles containing French-language text|Category:Articles containing German-language text|Category:Articles containing Italian-language text|Category:Articles containing Japanese-language text|Category:Articles containing video clips|Category:Articles with hAudio microformats|Category:Articles with short description|Category:Articles with unsourced statements from February 2024|Category:Articles with unsourced statements from September 2021|Category:Articles with unsourced statements from September 2023|Category:Assassinated national legislators|Category:Assassinated prime ministers of Japan|Category:CS1: unfit URL|Category:CS1 Chinese-language sources (zh)|Category:CS1 Japanese-language sources (ja)|Category:CS1 Spanish-language sources (es)|Category:CS1 interwiki-linked names|Category:CS1 maint: numeric names: authors list|Category:CS1 uses Japanese-language script (ja)|Category:Chief Commanders of the Legion of Merit|Category:Conservatism in Japan|Category:Deaths by firearm in Japan|Category:Deaths by homemade firearm|Category:Grand Collars of the Order of Lakandula|Category:Grand Crosses of the Order of the Liberator General San Martin|Category:Honorary companions of the Order of Australia|Category:Japanese anti-communists|Category:Japanese nationalists|Category:Japanese politicians with disabilities|Category:Knights Grand Cross of the Order of Isabella the Catholic|Category:Knights Grand Cross of the Order of Orange-Nassau|Category:Liberal Democratic Party (Japan) politicians|Category:Liberal Democratic Party prime ministers of Japan|Category:Members of Nippon Kaigi|Category:Members of the House of Representatives (Japan) 1993–1996|Category:Members of the House of Representatives (Japan) 1996–2000|Category:Members of the House of Representatives (Japan) 2000–2003|Category:Members of the House of Representatives (Japan) 2003–2005|Category:Members of the House of Representatives (Japan) 2005–2009|Category:Members of the House of Representatives (Japan) 2009–2012|Category:Members of the House of Representatives (Japan) 2012–2014|Category:Members of the House of Representatives (Japan) 2014–2017|Category:Members of the House of Representatives (Japan) 2017–2021|Category:Members of the House of Representatives (Japan) 2021–2024|Category:Pages using multiple image with auto scaled images|Category:Pages with Japanese IPA|Category:People appearing on C-SPAN|Category:People from Shinjuku|Category:People murdered in Japan|Category:People with ulcerative colitis|Category:Politicians assassinated in 2022|Category:Politicians with Unification Church|Category:Presidents of the Liberal Democratic Party (Japan)|Category:Recipients of the Olympic Order|Category:Recipients of the Padma Vibhushan in public affairs|Category:Satō–Kishi–Abe family|Category:Seikei University alumni|Category:Shinzo Abe|Category:Short description is different from Wikidata|Category:USC Sol Price School of Public Policy alumni|Category:University of Southern California alumni|Category:Use American English from October 2024|Category:Use dmy dates from September 2023|Category:Webarchive template other archives|Category:Webarchive template wayback links,Shinzō Abe,ja,https://ja.wikipedia.org/wiki/%E5%AE%89%E5%80%8D%E6%99%8B%E4%B8%89
81,J・ロバート・オッペンハイマー（Julius Robert Oppenheimer、1904年4月22日 - 1967年2月18日）は、アメリカ合衆国の理論物理学者。理論物理学の広範囲な領域にわたって大きな業績を上げた。特に第二次世界大戦中のロスアラモス国立研究所の初代所長としてマンハッタン計画を主導し、卓抜なリーダーシップで原子爆弾開発の指導者的役割を果たしたため、「原爆の父」として知られる。戦後はアメリカの水爆開発に反対したことなどから公職追放された。1960年9月に初訪日して東京都・大阪府・京都府を訪れている。,"Category:1904 births|Category:1967 deaths|Category:20th-century American Jews|Category:20th-century American physicists|Category:Academics of the University of Cambridge|Category:All Wikipedia articles written in American English|Category:All articles containing potentially dated statements|Category:Alumni of Christ's College, Cambridge|Category:American agnostics|Category:American anti-fascists|Category:American nuclear physicists|Category:American people of German-Jewish descent|Category:American quantum physicists|Category:American relativity theorists|Category:Articles containing potentially dated statements from 2007|Category:Articles containing potentially dated statements from 2023|Category:Articles with hAudio microformats|Category:Articles with hCards|Category:Articles with short description|Category:Biography with signature|Category:Burials at sea|Category:CS1 Finnish-language sources (fi)|Category:California Institute of Technology faculty|Category:Deaths from cancer in New Jersey|Category:Deaths from laryngeal cancer in the United States|Category:Directors of the Institute for Advanced Study|Category:Enrico Fermi Award recipients|Category:Ethical Culture Fieldston School alumni|Category:Featured articles|Category:Foreign members of the Royal Society|Category:Harvard College alumni|Category:IMDb title ID different from Wikidata|Category:Independent scientists|Category:Institute for Advanced Study faculty|Category:J. Robert Oppenheimer|Category:Jewish American physicists|Category:Jewish agnostics|Category:Jewish anti-fascists|Category:Jews from California|Category:Jews from New Jersey|Category:Jews from New York (state)|Category:Manhattan Project people|Category:Medal for Merit recipients|Category:Members of the American Philosophical Society|Category:Nuclear weapons scientists and engineers|Category:Officers of the Legion of Honour|Category:Physicists from New York (state)|Category:Presidents of the American Physical Society|Category:S-bef: 'before' parameter begins with the word 'new'|Category:Scientists from Manhattan|Category:Short description is different from Wikidata|Category:Spoken articles|Category:The Century Foundation|Category:United States government officials of World War II|Category:University of California, Berkeley faculty|Category:University of Göttingen alumni|Category:Use American English from July 2023|Category:Use mdy dates from May 2024|Category:Victims of McCarthyism|Category:Wikipedia pages semi-protected against vandalism",Robert Oppenheimer,ja,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%90%E3%83%BC%E3%83%88%E3%83%BB%E3%82%AA%E3%83%83%E3%83%9A%E3%83%B3%E3%83%8F%E3%82%A4%E3%83%9E%E3%83%BC
82,"エミリー・ジーン・“エマ”・ストーン（Emily Jean ""Emma"" Stone, 1988年11月6日 - ）は、アメリカ合衆国の女優、映画プロデューサー。","Category:1988 births|Category:21st-century American actresses|Category:Actresses from Manhattan|Category:Actresses from Scottsdale, Arizona|Category:All Wikipedia articles written in American English|Category:American child actresses|Category:American film actresses|Category:American people of English descent|Category:American people of German descent|Category:American people of Irish descent|Category:American people of Scottish descent|Category:American people of Swedish descent|Category:American television actresses|Category:American voice actresses|Category:Articles with hCards|Category:Articles with short description|Category:Best Actress AACTA International Award winners|Category:Best Actress Academy Award winners|Category:Best Actress BAFTA Award winners|Category:Best Musical or Comedy Actress Golden Globe (film) winners|Category:Biography with signature|Category:CS1 French-language sources (fr)|Category:Commons category link from Wikidata|Category:Emma Stone|Category:Featured articles|Category:IBDB name template using Wikidata|Category:IMDb ID (Cite Mojo) different from Wikidata|Category:Living people|Category:Outstanding Performance by a Cast in a Motion Picture Screen Actors Guild Award winners|Category:Outstanding Performance by a Female Actor in a Leading Role Screen Actors Guild Award winners|Category:Participants in American reality television series|Category:People from Greenwich Village|Category:Short description is different from Wikidata|Category:TCMDb name template using non-numeric ID from Wikidata|Category:The Numbers ID not in Wikidata|Category:Use American English from May 2016|Category:Use mdy dates from November 2024|Category:Volpi Cup for Best Actress winners|Category:Wikipedia indefinitely semi-protected biographies of living people",Emma Stone,ja,https://ja.wikipedia.org/wiki/%E3%82%A8%E3%83%9E%E3%83%BB%E3%82%B9%E3%83%88%E3%83%BC%E3%83%B3
83,カジョール（ベンガル語: কাজল、ヒンディー語: काजोल、英語: Kajol、1975年8月5日 - ）は、インドの女優。本名は カジョール・デーヴガン（英語: Kajol Devgan）。インド映画、なかでもボリウッド映画で活躍している。,Category:1974 births|Category:20th-century Indian actresses|Category:21st-century Indian actresses|Category:Actresses from Kolkata|Category:Actresses from Mumbai|Category:Actresses in Hindi cinema|Category:Actresses in Tamil cinema|Category:Ajay Devgn|Category:Articles with hCards|Category:Articles with short description|Category:Bengali Hindus|Category:Bengali actresses|Category:Biography with signature|Category:Bollywood Hungama person template using non-numeric ID|Category:CS1 maint: multiple names: authors list|Category:EngvarB from May 2014|Category:Filmfare Awards winners|Category:Good articles|Category:Indian Hindus|Category:Living people|Category:Marathi actresses|Category:Pages containing links to subscription-only content|Category:Pages with Bengali IPA|Category:People from Mumbai|Category:Recipients of the Padma Shri in arts|Category:Screen Awards winners|Category:Short description is different from Wikidata|Category:Subscription required using via|Category:Use dmy dates from March 2022|Category:Zee Cine Awards winners,Kajol,ja,https://ja.wikipedia.org/wiki/%E3%82%AB%E3%82%B8%E3%83%A7%E3%83%BC%E3%83%AB
84,プリヤンカー・チョープラー（ヒンディー語: प्रियंका चोपड़ा、1982年7月18日 - ）はインドの女優、モデル。20世紀最後のミス・ワールド優勝者。2018年7月にアメリカ合衆国の歌手ニック・ジョナスと婚約、12月に結婚した。,"Category:1982 births|Category:21st-century Indian actresses|Category:21st-century Indian singers|Category:21st-century Indian women singers|Category:Actresses from Bihar|Category:Actresses from Jamshedpur|Category:Actresses in Hindi cinema|Category:All Wikipedia articles written in Indian English|Category:All articles with unsourced statements|Category:Articles with hCards|Category:Articles with short description|Category:Articles with unsourced statements from August 2024|Category:Beauty pageant contestants from Jamshedpur|Category:Best Actress National Film Award winners|Category:Biography with signature|Category:Bollywood Hungama person template using Wikidata property P7923|Category:Expatriate musicians in the United States|Category:Featured articles|Category:Female models from Jamshedpur|Category:Femina Miss India winners|Category:Filmfare Awards winners|Category:Indian Hindus|Category:Indian beauty pageant winners|Category:Indian expatriate actresses in the United States|Category:Indian expatriates in the United Kingdom|Category:Indian female models|Category:Indian film actresses|Category:Indian game show hosts|Category:Indian philanthropists|Category:Indian voice actresses|Category:Indian women philanthropists|Category:Indian women playback singers|Category:Indian women pop singers|Category:Indian women television presenters|Category:International Indian Film Academy Awards winners|Category:Interscope Records artists|Category:Island Records artists|Category:Jonas family|Category:La Martinière College, Lucknow alumni|Category:Living people|Category:Miss World 2000 delegates|Category:Miss World winners|Category:Pages using Sister project links with hidden wikidata|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages with Hindustani IPA|Category:People from Bareilly|Category:People from Jamshedpur|Category:People of Punjabi descent|Category:Recipients of the Padma Shri in arts|Category:Screen Awards winners|Category:Short description matches Wikidata|Category:Singers from Jharkhand|Category:UNICEF Goodwill Ambassadors|Category:Use Indian English from June 2013|Category:Use dmy dates from July 2022|Category:Webarchive template wayback links|Category:Wikipedia indefinitely semi-protected biographies of living people|Category:Women musicians from Jharkhand|Category:Zee Cine Awards winners",Priyanka Chopra,ja,https://ja.wikipedia.org/wiki/%E3%83%97%E3%83%AA%E3%83%A4%E3%83%B3%E3%82%AB%E3%83%BC%E3%83%BB%E3%83%81%E3%83%A7%E3%83%BC%E3%83%97%E3%83%A9%E3%83%BC
85,"ディーピカー・パードゥコーン（カンナダ語: ದೀಪಿಕಾ ಪಡುಕೋಣೆ、ヒンディー語: दीपिका पादुकोण、英語: Deepika Padukone, 1986年1月5日 -）は、インドの女優・モデル。身長174cm、これはインド映画主演俳優の多くを上回る長身にあたる。ディーピカー・パードゥコーネと表記しているページが数多く見受けられるが、これは明らかな誤りである。","Category:1986 births|Category:21st-century Indian actresses|Category:Actresses from Bengaluru|Category:Actresses from Copenhagen|Category:Actresses in Hindi cinema|Category:Actresses in Kannada cinema|Category:Actresses in Tamil cinema|Category:All Wikipedia articles written in Indian English|Category:Articles with hCards|Category:Articles with short description|Category:Featured articles|Category:Female models from Bengaluru|Category:Filmfare Awards winners|Category:Indian Hindus|Category:Indian expatriate actresses in the United States|Category:Indian feminists|Category:Indian film actresses|Category:Indian women columnists|Category:Indira Gandhi National Open University alumni|Category:International Indian Film Academy Awards winners|Category:Konkani people|Category:Living people|Category:Mental health activists|Category:Mount Carmel College, Bangalore alumni|Category:Pages using Sister project links with hidden wikidata|Category:Pages using Sister project links with wikidata namespace mismatch|Category:Pages with Hindustani IPA|Category:Screen Awards winners|Category:Short description is different from Wikidata|Category:Use Indian English from June 2016|Category:Use dmy dates from January 2023|Category:Wikipedia extended-confirmed-protected pages|Category:Zee Cine Awards winners",Deepika Padukone,ja,https://ja.wikipedia.org/wiki/%E3%83%87%E3%82%A3%E3%83%BC%E3%83%94%E3%82%AB%E3%83%BC%E3%83%BB%E3%83%91%E3%83%BC%E3%83%89%E3%82%A5%E3%82%B3%E3%83%BC%E3%83%B3
86,ヴィディヤー・バーラン（Vidya Balan、1979年1月1日 - ）は、インドのヒンディー語映画で活動する女優。女性を主人公とした映画に数多く出演し、映画における女性像を変革したパイオニアとして知られており、国家映画賞やフィルムフェア賞など複数の映画賞を受賞している。2014年にインド政府からパドマ・シュリー勲章を授与された。,"Category:1979 births|Category:21st-century Indian actresses|Category:Actresses from Mumbai|Category:Actresses from Palakkad|Category:Actresses in Bengali cinema|Category:Actresses in Hindi cinema|Category:Actresses in Malayalam cinema|Category:All Wikipedia articles written in Indian English|Category:Articles with hCards|Category:Articles with short description|Category:Best Actress National Film Award winners|Category:Biography with signature|Category:CS1 maint: multiple names: authors list|Category:Commons category link from Wikidata|Category:Featured articles|Category:Female models from Mumbai|Category:Filmfare Awards winners|Category:Indian film actresses|Category:Indian television actresses|Category:International Indian Film Academy Awards winners|Category:Living people|Category:Pages with Hindustani IPA|Category:Recipients of the Padma Shri in arts|Category:Screen Awards winners|Category:Short description is different from Wikidata|Category:St. Xavier's College, Mumbai alumni|Category:University of Mumbai alumni|Category:Use Indian English from November 2024|Category:Use dmy dates from November 2024|Category:Webarchive template wayback links|Category:Zee Cine Awards winners",Vidya Balan,ja,https://ja.wikipedia.org/wiki/%E3%83%B4%E3%82%A3%E3%83%87%E3%82%A3%E3%83%A4%E3%83%BC%E3%83%BB%E3%83%90%E3%83%BC%E3%83%A9%E3%83%B3
87,"ムハンマド・アリー・ジンナー（英語: Muhammad Ali Jinnah, ウルドゥー語: محمد علی جناح, ヒンディー語: मुहम्मद अली जिन्ना, 1876年12月25日 - 1948年9月11日）は、インド・ムスリム連盟およびムスリム連盟の指導者。イギリス領インド帝国におけるムスリム（イスラム教徒）の有力指導者であり、第二次世界大戦後、ヒンドゥー教徒が多数派を占める地域との別個の国家を樹立するインド・パキスタン分離独立に関わり、パキスタンの初代総督となった。パキスタンでは「カーイデ・アーザム」（قائد اعظم ：「最も偉大な指導者」の意）や、「バーバーイェ・コウム」（بابای قوم：建国の父の意）としても知られている。","Category:1876 births|Category:1948 deaths|Category:20th-century deaths from tuberculosis|Category:All-India Muslim League politicians|Category:All Wikipedia articles written in Pakistani English|Category:Alumni of City, University of London|Category:Alumni of the Inns of Court School of Law|Category:Articles containing Gujarati-language text|Category:Articles containing Urdu-language text|Category:Articles with hatnote templates targeting a nonexistent page|Category:Articles with short description|Category:Cathedral and John Connon School alumni|Category:Church Mission School alumni|Category:Converts to Sunni Islam from Shia Islam|Category:Expatriates from British India in the United Kingdom|Category:Featured articles|Category:Governors-general of Pakistan|Category:Indian National Congress politicians|Category:Indian newspaper founders|Category:Infectious disease deaths in Sindh|Category:Jinnah family|Category:Lawyers from Karachi|Category:Members of Lincoln's Inn|Category:Members of the Central Legislative Assembly of India|Category:Members of the Fabian Society|Category:Members of the Imperial Legislative Council of India|Category:Members of the Pakistan Philosophical Congress|Category:Muhajir people|Category:Muhammad Ali Jinnah|Category:National symbols of Pakistan|Category:Pages using Sister project links with hidden wikidata|Category:Pages with Gujarati IPA|Category:Pages with Urdu IPA|Category:Pakistani MNAs 1947–1954|Category:Pakistani Sunni Muslims|Category:Pakistani barristers|Category:Pakistani former Shia Muslims|Category:Pakistani newspaper founders|Category:Pakistani people of Gujarati descent|Category:Partition of India|Category:People from Karachi|Category:People from Mumbai|Category:Politicians from Karachi|Category:Presidents of Pakistan|Category:Short description is different from Wikidata|Category:Sindh Madressatul Islam University alumni|Category:Tuberculosis deaths in Pakistan|Category:University of Mumbai alumni|Category:Use Pakistani English from September 2024|Category:Use dmy dates from September 2024|Category:Wikipedia indefinitely move-protected pages|Category:Wikipedia indefinitely semi-protected pages",Mohammad Ali Jinnah,ja,https://ja.wikipedia.org/wiki/%E3%83%A0%E3%83%8F%E3%83%B3%E3%83%9E%E3%83%89%E3%83%BB%E3%82%A2%E3%83%AA%E3%83%BC%E3%83%BB%E3%82%B8%E3%83%B3%E3%83%8A%E3%83%BC
88,"マーク・ロバート・マイケル・ウォールバーグ（Mark Robert Michael Wahlberg, 1971年6月5日 - ）は、アメリカ合衆国の俳優、プロデューサー、歌手。名字はウォルバーグとも表記される。","Category:1971 births|Category:20th-century American male actors|Category:20th-century American rappers|Category:20th-century Roman Catholics|Category:21st-century American male actors|Category:21st-century American rappers|Category:21st-century Roman Catholics|Category:All Wikipedia articles written in American English|Category:All articles with unsourced statements|Category:American film producers|Category:American male film actors|Category:American male rappers|Category:American male voice actors|Category:American people convicted of assault|Category:American people of English descent|Category:American people of French-Canadian descent|Category:American people of Irish descent|Category:American people of Swedish descent|Category:Articles with hCards|Category:Articles with short description|Category:Articles with unsourced statements from December 2024|Category:Articles with unsourced statements from June 2023|Category:BAFTA winners (people)|Category:Catholics from Massachusetts|Category:Commons category link from Wikidata|Category:Living people|Category:Male actors from Boston|Category:Mark Wahlberg|Category:Massachusetts Democrats|Category:New Kids on the Block members|Category:Participants in American reality television series|Category:People from Dorchester, Boston|Category:Rappers from Massachusetts|Category:Short description is different from Wikidata|Category:TCMDb name template using non-numeric ID from Wikidata|Category:Television producers from Massachusetts|Category:Use American English from January 2024|Category:Use mdy dates from January 2024|Category:Wahlberg family|Category:Webarchive template wayback links|Category:Wikipedia indefinitely semi-protected biographies of living people",Mark Wahlberg,ja,https://ja.wikipedia.org/wiki/%E3%83%9E%E3%83%BC%E3%82%AF%E3%83%BB%E3%82%A6%E3%82%A9%E3%83%BC%E3%83%AB%E3%83%90%E3%83%BC%E3%82%B0
